Prov 1:1 [מִשְׁלֵי] [שְׁלֹמֹה] [בֶן] [דָּוִד] king [יִשְׂרָאֵל] | [KJV:] The proverbs of Solomon the son of David, king of Israel;
Prov 21:20 [אוֹצָר] [נֶחְמָד] [וָשֶׁמֶן] [בִּנְוֵה] wise [וּכְִיל] man/mankind [יְבַלְּעֶנּוּ] | [KJV:] There is treasure to be desired and oil in the dwelling of the wise; but a foolish man spendeth it up.
Prov 21:21 [רֹדֵף] [צְדָקָה] [וָחֶָד] [יִמְצָא] [חַיִּים] [צְדָקָה] [וְכָבוֹד] | [KJV:] He that followeth after righteousness and mercy findeth life, righteousness, and honour.
Prov 21:22 city [גִּבֹּרִים] [he] went up wise [וַיֹּרֶד] [עֹז] [מִבְטֶחָה] | [KJV:] A wise man scaleth the city of the mighty, and casteth down the strength of the confidence thereof.
Prov 21:23 [שֹׁמֵר] [ִּיו] [וּלְשׁוֹנוֹ] [שֹׁמֵר] [מִצָּרוֹת] [נְַשׁוֹ] | [KJV:] Whoso keepeth his mouth and his tongue keepeth his soul from troubles.
Prov 21:24 [זֵד] [יָהִיר] [לֵץ] [שְׁמוֹ] [עוֹשֶׂה] [בְּעֶבְרַת] [זָדוֹן] | [KJV:] Proud and haughty scorner is his name, who dealeth in proud wrath.
Prov 21:25 [תַּאֲוַת] [עָצֵל] [תְּמִיתֶנּוּ] [כִּי] [מֵאֲנוּ] [יָדָיו] to do | [KJV:] The desire of the slothful killeth him; for his hands refuse to labour.
Prov 21:26 [כָּל] today [הִתְאַוָּה] [תַאֲוָה] [וְצַדִּיק] [יִתֵּן] and not [יַחְשֹׂךְ] | [KJV:] He coveteth greedily all the day long: but the righteous giveth and spareth not.
Prov 21:27 [זֶבַח] [רְשָׁעִים] [תּוֹעֵבָה] [אַף] [כִּי] [בְזִמָּה] [יְבִיאֶנּוּ] | [KJV:] The sacrifice of the wicked is abomination: how much more, when he bringeth it with a wicked mind?
Prov 21:28 [עֵד] [כְּזָבִים] [יֹאבֵד] and a man [שׁוֹמֵעַ] [לָנֶצַח] [יְדַבֵּר] | [KJV:] A false witness shall perish: but the man that heareth speaketh constantly.
Prov 21:29 [הֵעֵז] man [רָשָׁע] [בְָּנָיו] [וְיָשָׁר] he [יָכִין] [דַּרְכֹּיו] | [KJV:] A wicked man hardeneth his face: but as for the upright, he directeth his way.
Prov 21:30 [there is] no [חָכְמָה] [וְאֵין] [תְּבוּנָה] [וְאֵין] [עֵצָה] [לְנֶגֶד] YHWH/[the] LORD | [KJV:] There is no wisdom nor understanding nor counsel against the Lord.
Prov 21:31 and [מוּכָן] [לְיוֹם] war [וְלַיהוָה] [הַתְּשׁוּעָה] | [KJV:] The horse is prepared against the day of battle: but safety is of the Lord.
Prov 22:1 [נִבְחָר] [שֵׁם] [מֵעֹשֶׁר] [רָב] [מִכֶֶּף] [וּמִזָּהָב] grace good | [KJV:] A good name is rather to be chosen than great riches, and loving favour rather than silver and gold.
Prov 22:2 [עָשִׁיר] [וָרָשׁ] [נְִגָּשׁוּ] [עֹשֵׂה] [כֻלָּם] YHWH/[the] LORD | [KJV:] The rich and poor meet together: the Lord is the maker of them all.
Prov 22:3 [עָרוּם] [he] saw [רָעָה] [וְיִָּתֵר] [וְּתָיִים] [עָבְרוּ] [וְנֶעֱנָשׁוּ] | [KJV:] A prudent man foreseeth the evil, and hideth himself: but the simple pass on, and are punished.
Prov 22:4 because of [עֲנָוָה] [יִרְאַת] YHWH/[the] LORD [עֹשֶׁר] [וְכָבוֹד] [וְחַיִּים] | [KJV:] By humility and the fear of the Lord are riches, and honour, and life.
Prov 22:5 [צִנִּים] [ַּחִים] [בְּדֶרֶךְ] [עִקֵּשׁ] [שׁוֹמֵר] [נְַשׁוֹ] [יִרְחַק] [מֵהֶם] | [KJV:] Thorns and snares are in the way of the froward: he that doth keep his soul shall be far from them.
Prov 22:6 [חֲנֹךְ] [לַנַּעַר] upon [ִּי] [דַרְכּוֹ] [גַּם] [כִּי] [יַזְקִין] not [יָוּר] [מִמֶּנָּה] | [KJV:] Train up a child in the way he should go: and when he is old, he will not depart from it.
Prov 22:7 [עָשִׁיר] [בְּרָשִׁים] [יִמְשׁוֹל] [וְעֶבֶד] [לוֶֹה] [לְאִישׁ] [מַלְוֶה] | [KJV:] The rich ruleth over the poor, and the borrower is servant to the lender.
Prov 22:8 [זוֹרֵעַ] [עַוְלָה] [יִקְצָור] [אָוֶן] [וְשֵׁבֶט] [עֶבְרָתוֹ] [יִכְלֶה] | [KJV:] He that soweth iniquity shall reap vanity: and the rod of his anger shall fail.
Prov 22:9 good [עַיִן] he [יְבֹרָךְ] [כִּי] [he] gave [מִלַּחְמוֹ] [לַדָּל] | [KJV:] He that hath a bountiful eye shall be blessed; for he giveth of his bread to the poor.
Prov 22:10 [גָּרֵשׁ] [לֵץ] [וְיֵצֵא] [מָדוֹן] [וְיִשְׁבֹּת] [דִּין] [וְקָלוֹן] | [KJV:] Cast out the scorner, and contention shall go out; yea, strife and reproach shall cease.
Prov 22:11 [אֹהֵב] [טְהָור] heart grace [שְָׂתָיו] [רֵעֵהוּ] king | [KJV:] He that loveth pureness of heart, for the grace of his lips the king shall be his friend.
Prov 22:12 [עֵינֵי] YHWH/[the] LORD [נָצְרוּ] [דָעַת] [וַיְַלֵּף] [דִּבְרֵי] [בֹגֵד] | [KJV:] The eyes of the Lord preserve knowledge, and he overthroweth the words of the transgressor.
Prov 22:13 [he] said [עָצֵל] [אֲרִי] [בַחוּץ] [בְּתוֹךְ] [רְחֹבוֹת] [אֵרָצֵחַ] | [KJV:] The slothful man saith, There is a lion without, I shall be slain in the streets.
Prov 22:14 [שׁוּחָה] [עֲמֻקָּה] [ִּי] [זָרוֹת] [זְעוּם] YHWH/[the] LORD [יִָּול] [שָׁם] | [KJV:] The mouth of strange women is a deep pit: he that is abhorred of the Lord shall fall therein.
Prov 22:15 [אִוֶּלֶת] [קְשׁוּרָה] [בְלֶב] [נָעַר] [שֵׁבֶט] [מוָּר] [יַרְחִיקֶנָּה] [מִמֶּנּוּ] | [KJV:] Foolishness is bound in the heart of a child; but the rod of correction shall drive it far from him.
Prov 22:16 [עֹשֵׁק] [דָּל] [לְהַרְבּוֹת] to him giving [לְעָשִׁיר] only/however [לְמַחְוֹר] | [KJV:] He that oppresseth the poor to increase his riches, and he that giveth to the rich, shall surely come to want.
Prov 22:17 [הַט] [אָזְנְךָ] [וּשְׁמַע] [דִּבְרֵי] [חֲכָמִים] [וְלִבְּךָ] [תָּשִׁית] [לְדַעְתִּי] | [KJV:] Bow down thine ear, and hear the words of the wise, and apply thine heart unto my knowledge.
Prov 22:18 [כִּי] [נָעִים] [כִּי] [תִשְׁמְרֵם] [בְּבִטְנֶךָ] [יִכֹּנוּ] [יַחְדָּו] upon [שְָׂתֶיךָ] | [KJV:] For it is a pleasant thing if thou keep them within thee; they shall withal be fitted in thy lips.
Prov 22:19 [לִהְיוֹת] [בַּיהוָה] [מִבְטַחֶךָ] [הוֹדַעְתִּיךָ] today [אַף] [אָתָּה] | [KJV:] That thy trust may be in the Lord, I have made known to thee this day, even to thee.
Prov 22:20 [הֲלֹא] [כָתַבְתִּי] to you [שָׁלִישִׁום] [בְּמוֹעֵצֹת] [וָדָעַת] | [KJV:] Have not I written to thee excellent things in counsels and knowledge,
Prov 22:21 [לְהוֹדִיעֲךָ] [קֹשְׁטְ] [אִמְרֵי] truth [לְהָשִׁיב] [אֲמָרִים] truth [לְשֹׁלְחֶיךָ] | [KJV:] That I might make thee know the certainty of the words of truth; that thou mightest answer the words of truth to them that send unto thee?
Prov 22:22 not [imperative] [תִּגְזָל] [דָּל] [כִּי] [דַל] he [וְאַל] [תְּדַכֵּא] poor [בַשָּׁעַר] | [KJV:] Rob not the poor, because he is poor: neither oppress the afflicted in the gate:
Prov 22:23 [כִּי] YHWH/[the] LORD [יָרִיב] [רִיבָם] [וְקָבַע] [with] [קֹבְעֵיהֶם] [נֶָשׁ] | [KJV:] For the Lord will plead their cause, and spoil the soul of those that spoiled them.
Prov 22:24 not [imperative] [תִּתְרַע] [with] [בַּעַל] [אָף] and [with/acc] man [חֵמוֹת] not [תָבוֹא] | [KJV:] Make no friendship with an angry man; and with a furious man thou shalt not go:
Prov 22:25 [ֶּן] [תֶּאֱלַף] [אָרְחָתוֹ] [וְלָקַחְתָּ] [מוֹקֵשׁ] [לְנְַשֶׁךָ] | [KJV:] Lest thou learn his ways, and get a snare to thy soul.
Prov 22:26 not [imperative] [תְּהִי] [בְתֹקְעֵי] [כָף] [בַּעֹרְבִים] [מַשָּׁאוֹת] | [KJV:] Be not thou one of them that strike hands, or of them that are sureties for debts.
Prov 22:27 if [there is] no to you [לְשַׁלֵּם] [לָמָּה] [יִקַּח] [מִשְׁכָּבְךָ] [מִתַּחְתֶּיךָ]
Prov 22:28 not [imperative] [תֵַּּג] [גְּבוּל] eternity/forever [אֲשֶׁר] [עָשׂוּ] [אֲבוֹתֶיךָ] | [KJV:] Remove not the ancient landmark, which thy fathers have set.
Prov 22:29 [חָזִיתָ] man [מָהִיר] [בִּמְלַאכְתּוֹ] [לְִנֵי] [מְלָכִים] [יִתְיַצָּב] [בַּל] [יִתְיַצֵּב] [לְִנֵי] [חֲשֻׁכִּים] | [KJV:] Seest thou a man diligent in his business? he shall stand before kings; he shall not stand before mean men.
Prov 23:1 [כִּי] [תֵשֵׁב] [לִלְחוֹם] [with] [מוֹשֵׁל] [בִּין] [תָּבִין] [with] [אֲשֶׁר] [לְָנֶיךָ] | [KJV:] When thou sittest to eat with a ruler, consider diligently what is before thee:
Prov 23:2 [וְשַׂמְתָּ] [שַׂכִּין] [בְּלֹעֶךָ] if [בַּעַל] [נֶֶשׁ] [אָתָּה] | [KJV:] And put a knife to thy throat, if thou be a man given to appetite.
Prov 23:3 not [imperative] [תִּתְאָו] [לְמַטְעַמּוֹתָיו] [וְהוּא] bread [כְּזָבִים] | [KJV:] Be not desirous of his dainties: for they are deceitful meat.
Prov 23:4 not [imperative] [תִּיגַע] [לְהַעֲשִׁיר] [מִבִּינָתְךָ] [חֲדָל] | [KJV:] Labour not to be rich: cease from thine own wisdom.
Prov 23:5 [הֲתָעִוף] [עֵינֶיךָ] in him/it [וְאֵינֶנּוּ] [כִּי] [עָשֹׂה] [יַעֲשֶׂה] [לּוֹ] [כְנַָיִם] [כְּנֶשֶׁר] [וָעיּף] [הַשָּׁמָיִם] | [KJV:] Wilt thou set thine eyes upon that which is not? for riches certainly make themselves wings; they fly away as an eagle toward heaven.
Prov 23:6 not [imperative] [תִּלְחַם] [with] bread bad [עָיִן] [וְאַל] [תִּתְאָו] [לְמַטְעַמֹּתָיו] | [KJV:] Eat thou not the bread of him that hath an evil eye, neither desire thou his dainty meats:
Prov 23:7 [כִּי] [כְּמוֹ] [שָׁעַר] [בְּנְַשׁוֹ] [כֶּן] he [אֱכֹל] [וּשְׁתֵה] [יֹאמַר] to you [f] [וְלִבּוֹ] [בַּל] [עִמָּךְ] | [KJV:] For as he thinketh in his heart, so is he: Eat and drink, saith he to thee; but his heart is not with thee.
Prov 23:8 [ִּתְּךָ] [אָכַלְתָּ] [תְקִיאֶנָּה] [וְשִׁחַתָּ] [דְּבָרֶיךָ] [הַנְּעִימִים] | [KJV:] The morsel which thou hast eaten shalt thou vomit up, and lose thy sweet words.
Prov 23:9 [בְּאָזְנֵי] [כְִיל] not [imperative] [תְּדַבֵּר] [כִּי] [יָבוּז] [לְשֵׂכֶל] [מִלֶּיךָ] | [KJV:] Speak not in the ears of a fool: for he will despise the wisdom of thy words.
Prov 23:10 not [imperative] [תֵַּּג] [גְּבוּל] eternity/forever [וּבִשְׂדֵי] [יְתוֹמִים] not [imperative] [תָּבֹא] | [KJV:] Remove not the old landmark; and enter not into the fields of the fatherless:
Prov 23:11 [כִּי] [גֹאֲלָם] strong he [יָרִיב] [with] [רִיבָם] [אִתָּךְ] | [KJV:] For their redeemer is mighty; he shall plead their cause with thee.
Prov 23:12 [הָבִיאָה] [לַמּוָּר] [לִבֶּךָ] [וְאָזְנֶךָ] [לְאִמְרֵי] [דָעַת] | [KJV:] Apply thine heart unto instruction, and thine ears to the words of knowledge.
Prov 23:13 not [imperative] [תִּמְנַע] [מִנַּעַר] [מוָּר] [כִּי] [תַכֶּנּוּ] [בַשֵּׁבֶט] not [יָמוּת] | [KJV:] Withhold not correction from the child: for if thou beatest him with the rod, he shall not die.
Prov 23:14 [אַתָּה] [בַּשֵּׁבֶט] [תַּכֶּנּוּ] [וְנְַשׁוֹ] [מִשְּׁאוֹל] [תַּצִּיל] | [KJV:] Thou shalt beat him with the rod, and shalt deliver his soul from hell.
Prov 23:15 [בְּנִי] if [חָכַם] [לִבֶּךָ] [יִשְׂמַח] [לִבִּי] [גַם] [אָנִי] | [KJV:] My son, if thine heart be wise, my heart shall rejoice, even mine.
Prov 23:16 [וְתַעְלֹזְנָה] [כִלְיוֹתָי] [בְּדַבֵּר] [שְָׂתֶיךָ] [מֵישָׁרִים] | [KJV:] Yea, my reins shall rejoice, when thy lips speak right things.
Prov 23:17 not [imperative] [יְקַנֵּא] [לִבְּךָ] [בַּחַטָּאִים] [כִּי] if [בְּיִרְאַת] YHWH/[the] LORD [כָּל] today | [KJV:] Let not thine heart envy sinners: but be thou in the fear of the Lord all the day long.
Prov 23:18 [כִּי] if [יֵשׁ] [אַחֲרִית] [וְתִקְוָתְךָ] not [תִכָּרֵת] | [KJV:] For surely there is an end; and thine expectation shall not be cut off.
Prov 23:19 [שְׁמַע] [אַתָּה] [בְנִי] [וַחֲכָם] [וְאַשֵּׁר] [בַּדֶּרֶךְ] [לִבֶּךָ] | [KJV:] Hear thou, my son, and be wise, and guide thine heart in the way.
Prov 23:20 not [imperative] [תְּהִי] [בְֹבְאֵי] [יָיִן] [בְּזֹלֲלֵי] [בָשָׂר] [לָמוֹ] | [KJV:] Be not among winebibbers; among riotous eaters of flesh:
Prov 23:21 [כִּי] [ֹבֵא] [וְזוֹלֵל] [יִוָּרֵשׁ] [וּקְרָעִים] [תַּלְבִּישׁ] [נוּמָה] | [KJV:] For the drunkard and the glutton shall come to poverty: and drowsiness shall clothe a man with rags.
Prov 23:22 [שְׁמַע] [לְאָבִיךָ] this [יְלָדֶךָ] [וְאַל] [תָּבוּז] [כִּי] [זָקְנָה] [אִמֶּךָ] | [KJV:] Hearken unto thy father that begat thee, and despise not thy mother when she is old.
Prov 23:23 truth [קְנֵה] [וְאַל] [תִּמְכֹּר] [חָכְמָה] [וּמוָּר] [וּבִינָה] | [KJV:] Buy the truth, and sell it not; also wisdom, and instruction, and understanding.
Prov 23:24 [גִּול] [יָגִול] my father [צַדִּיק] [ְיוֹלֵד] wise [ויִשְׂמַח] in him/it
Prov 23:25 [יִשְׂמַח] [אָבִיךָ] [וְאִמֶּךָ] [וְתָגֵל] [יוֹלַדְתֶּךָ] | [KJV:] Thy father and thy mother shall be glad, and she that bare thee shall rejoice.
Prov 23:26 [תְּנָה] [בְנִי] [לִבְּךָ] to me [וְעֵינֶיךָ] [דְּרָכַי] [תִּרְצֶנָה] | [KJV:] My son, give me thine heart, and let thine eyes observe my ways.
Prov 23:27 [כִּי] [שׁוּחָה] [עֲמֻקָּה] [זוֹנָה] [וּבְאֵר] [צָרָה] [נָכְרִיָּה] | [KJV:] For a whore is a deep ditch; and a strange woman is a narrow pit.
Prov 23:28 [אַף] she [כְּחֶתֶף] [תֶּאֱרֹב] [וּבוֹגְדִים] [בְּאָדָם] [תּוִֹף] | [KJV:] She also lieth in wait as for a prey, and increaseth the transgressors among men.
Prov 23:29 [לְמִי] [אוֹי] [לְמִי] [אֲבוֹי] [לְמִי] [מִדוֹנִים] [לְמִי] [שִׂיחַ] [לְמִי] [ְּצָעִים] [חִנָּם] [לְמִי] [חַכְלִלוּת] [עֵינָיִם] | [KJV:] Who hath woe? who hath sorrow? who hath contentions? who hath babbling? who hath wounds without cause? who hath redness of eyes?
Prov 23:30 [לַמְאַחֲרִים] upon [הַיָּיִן] [לַבָּאִים] [לַחְקֹר] [מִמְָךְ] | [KJV:] They that tarry long at the wine; they that go to seek mixed wine.
Prov 23:31 not [imperative] [תֵּרֶא] wine [כִּי] [יִתְאַדָּם] [כִּי] [יִתֵּן] [בַּכִּי] [עֵינוֹ] [יִתְהַלֵּךְ] [בְּמֵישָׁרִים] | [KJV:] Look not thou upon the wine when it is red, when it giveth his colour in the cup, when it moveth itself aright.
Prov 23:32 [אַחֲרִיתוֹ] [כְּנָחָשׁ] [יִשָּׁךְ] [וּכְצְִעֹנִי] [יְַרִשׁ] | [KJV:] At the last it biteth like a serpent, and stingeth like an adder.
Prov 23:33 [עֵינֶיךָ] [יִרְאוּ] [זָרוֹת] [וְלִבְּךָ] [יְדַבֵּר] [תַּהְֻּכוֹת] | [KJV:] Thine eyes shall behold strange women, and thine heart shall utter perverse things.
Prov 23:34 [וְהָיִיתָ] [כְּשֹׁכֵב] [בְּלֶב] sea [וּכְשֹׁכֵב] [בְּרֹאשׁ] [חִבֵּל] | [KJV:] Yea, thou shalt be as he that lieth down in the midst of the sea, or as he that lieth upon the top of a mast.
Prov 23:35 [הִכּוּנִי] [בַל] [חָלִיתִי] [הֲלָמוּנִי] [בַּל] [יָדָעְתִּי] [מָתַי] [אָקִיץ] [אוִֹיף] [אֲבַקְשֶׁנּוּ] still/yet | [KJV:] They have stricken me, shalt thou say, and I was not sick; they have beaten me, and I felt it not: when shall I awake? I will seek it yet again.
Prov 24:1 not [imperative] [תְּקַנֵּא] [בְּאַנְשֵׁי] [רָעָה] [וְאַל] [תִּתְאָו] [לִהְיוֹת] [אִתָּם] | [KJV:] Be not thou envious against evil men, neither desire to be with them.
Prov 24:2 [כִּי] [שֹׁד] [יֶהְגֶּה] [לִבָּם] [וְעָמָל] [שְִׂתֵיהֶם] [תְּדַבֵּרְנָה] | [KJV:] For their heart studieth destruction, and their lips talk of mischief.
